Unique ID,Agency,Chapter or Office Name,Office Type,Office Type 2,LongName,Website,Phone Number Advertise Google,Hours of Operation,Main Contact,Contact Email,CSC/CM First Name,CSC/CM Last Name,AMS First Name,AMS Last Name,IT Contact,IT Email,IT Phone,PO Box,Address,City,State,ZIP,Latitude,Longitude,Elevation,Plus Code,Google Maps,GPS Source,Phone 1,Phone 2,NN Branch,Division,Driving Directions,Office Number/Location,Building Name/None,Chapter LGA,In-House IT,3rd Party IT,Emergency Response Team,Survey Conducted by,Survey Date,Title,Email,Surveyor Phone,Acknowledged by,Contact Title,Section2,Internet Provider,Internet Speed Contract (down),Internet Speed Contract (up),Internet Speed Contract (original), Internet MRC* , Cost /mb contract , Cost/mb tested ,Survey/Comments,Media,My IP Address,Internet Speed Test Trial 1 (down),Internet Speed Test Trial 1 (up),Tested To,Internet Speed Test Trial 2 (down),Internet Speed Test Trial 2 (up),Tested to2,Internet Speed Test Trial 3 (down),Internet Speed Test Trial 3 (up),Average Trial DL,Average Trial UL,Tested to3,Trace route to navajo-nsn.gov,Trace route to www.google.com,Trace route to www.nnoc.org,Phone Provider,Phone Lines Qty, Phone MRC* , Average MRC per line , Survey/ Comments ,Phone Media,VoIP,# of Trunks,VoIP MRC*,VoIP Media,Two Way Radio,Model,Purpose,Fiber Optic,Comments  Fiber Optics,Cellular Service Available,Operators,Emergency Call,Media Emergency ,Who is receiving the call?,Comments Network Services,Section3,Existing Network Cabling,Number of Network Drops,Comments Net Cabling,Routers,Routers Qty,Comments Routers,Switches,Switches Qty,Comments Switches,Firewall,Firewall Qty,Comments Firewall,Wi-Fi APs,AP Qty,Public Wi-Fi,Computers,Computers Qty,Public Access Wi-Fi,Comments Computers,Printers,Qty,Public Access Computers,Comments PC printers,Faxes,Fax Lines Qty,Servers,ServerQty,Purpose/ Comments Server,UPS,UPS Qty,Purpose/ Comments UPS,Others,Others Qty,Purpose/ Comments Others,Email Provider,Email Comments,Web Browsing Provider,Web Comments,Cloud Storage,Cloud Comments,Data Base Provider,DB Comments,Service Desk Provider,Telecom and IT Comments,Section 4 - Site Plan,IT Room layout,Fiber Demark,Telecommunications/radio/cellular towers within sight of your building,Does DCD/NNAA have address point for this building?,CAD Drawing or Sketch available and provided to the surveyor,Section 5 Picture Key,Building Front Pic,Building Side Pic,Building Entrance Pic,IT Room Pic,Reception Area/Desk Pic,Telco Services Demarcation Pic,Telco Services Entry Port Pic,Fiber Optic Entry Pic,"Wireless Antennas (Microwave, Cellular, Satellite)  Pic",Router/Telecom Rack Pic,Printers Pic,Wi-Fi Access Points Pic,List of additional (Others),Short Video Clip of the Facilities,Section 6 - Entities,Navajo Head start,Office of Dine Youth,Regional Business Development Office,Navajo Department of Workforce Development,Navajo Department of Veterans Affairs,Office of Labor Relations,Navajo Office of Vital Records,Department of Child Support Enforcement,Community Health Representative/Outreach Program (CHR),Department of Behavioral Health (DBH),Food Distribution Program,Navajo Area Agency on Aging (NAAA),New Dawn Program,Office of Environmental Health & Code Enforcement,Special Diabetes Project,Child Care Development Fund (CCDF),Department of Self Reliance,Department of Family Services,Facilities Maintenance Department,Fleet Management Department,Abandoned Mine Lands Reclamation (AML),Agriculture Department,Land Department,I H S,Senior Citizens Center,Convenience Store ,Commercial Outlets,Multi-purpose Complex,Feed/Tack Store,Solid Waste Transfer Station,Museum,Community Cemetery,Clinic,NTUA Wireless Store/Office,NTUA Regional Office,Cellular One Store,Other Telecommunication Store,Libraries,Churches,School,List of additional (Others) Entities,Fish & Wildlife,Water Resources,Election Administration,Judicial District Courts,Police Districts,Office of Navajo Scholarship & Financial Assistance,Administrative Service Center,Emergency Medical Services,Day Care Centers,DCD/ASC Office,Navajo Department of Transportation,Navajo Water & Sanitation,Navajo Water Development,Criminal Investigations Office,Capital Projects Management Office,Housing Improvement Program,Parks & Recreation,List of additional (Others) 2,Lat,Long
119,Fort Defiance,Kinlichee,Chapter House,Chapter House,Kinlichee_Chapter House,navajochapters.org,(928) 755-3821,Opens at 8:00 AM,Juanita Dennison/ Chapter Manager,kinlichee@navajochapters.org,(Vacant),,Theresa,"Watchman, AA",N/A,N/A,,PO Box 860,"Turquoise Dr, Kinlichee, AZ",St. Michael,AZ,86511,35 44 29.5 N,109 26 50.2 W,6688.3,857GPHR3+J3,"https://www.google.com/maps/place/Kin+Dah+Lichii'+Chapter/@35.7416263,-109.4497401,17z/data=!3m1!4b1!4m5!3m4!1s0x873aac42da64c8db:0xede9741c795d5aad!8m2!3d35.741622!4d-109.4475514?hl=en",CT Survey,(928) 755-3821,,Executive,Community Development,"AZ HWY 264 route 39 Ganado, AZ 86505",N/A,N/A,Yes,no,Yes,no,John Nakai/ Primeaux Youvella,29/01/2018,Programmer Analyst/ Network Specialist,pyouvella@navajo-nsn.gov,928-871-6931,Jhenesa Watchman,Office Specialist,,Frontier/ NTUA Wireless,5,1,2.9 dn/0.3 up,, $-   ,  ,Free for 2 years,Copper,104.240.4017,2.9,0.3,,,,,,,,,,,,,Frontier,7,, $-   ,,Copper,N/A,,,,No,,,Yes,,Yes,"Verizon, AT&T, T-Mobile, NTUAW, CellularOne",no,,,NTUA Choice Wireless provides Wi-Fi service to the Kinlichee community. Only one computer is connected to choice wireless. IP address 216.234.207.78 ,,Yes,4,DSL,Yes,1,Dell 127 vac Power connect 2216 16 port,,,,,,Yes,Yes,4,Yes,free Wi-Fi access,,,None,,Yes,Yes,None,,,Yes,4,,no,,,,,,navajo-nsn.gov,,internet explorer,,N/A,,N/A,,NN DIT,visitations 2 a year,,,no,Yes,,,,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Network radio,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,35.741624,-109.447551
120,Fort Defiance,Klagetoh,Chapter House,Chapter House,Klagetoh_Chapter House,klagetoh.navajochapters.org,(928) 652-2700,Opens at 8:00 AM,Linda M Begay,klagetoh@navajochapters.org,(Vacant),,Lela,"Sangster, AMS",Sylvia Jordan,syl@navajochapters.org,,Unit 42 HC58 Box 90,US-191 & Greaswood Rd,Ganado,AZ,86505,35 29 58.04 N,109 31 50.17 W,6455.7,857GFFX9+QQ,"https://www.google.com/maps/place/Klagetoh+Chapter+House/@35.4994613,-109.5327587,17z/data=!3m1!4b1!4m5!3m4!1s0x8725582f225413b5:0x9611ed768ae6cc61!8m2!3d35.499457!4d-109.53057?hl=en",CT Survey,(928) 652-2700,(928) 652-2704,Executive,Community Development,FFX9+QQ(14 miles south of Ganado on state route 191),,,No,No,,No,Sylvia Jordan,,Principal IT,"sjordan@nndcd.org
928-871-7213",,Linda M Begay,,,Frontier,5,1,.34 dn/ .11 up,$105.00 ,$21.00 ,$107.14 ,AMC phone survey,,,0.98,0.15,,,,,,,0.98,0.15,,,,,Frontier,2,$295.00 ,$147.50 , AMC phone survey ,Copper,,,,,No,,,,,Yes,CellularOne,no,,,"The teacher mentioned that their internet connection was so slow that she could not connect from the school and has resorted to printing and communicating from home, she also could not use the curriculum( hatch early learning curriculum for assessments. Printing is also an issue because resources are scare and ordering takes long time. Ms. Stevens also has contributed a lot of her own resources for the head start center. she also had no knowledge of the relevant networking information and she didn't want to bother with her computer.",,No,,,no,,,no,,,no,,,Yes,,,,,,,,n,,no,,,No,,,no,,,,,,navajochapters.org,,Real Time Solutions,,Navajochapters.org (google),,none,,none,,,no,,no,no,,,Y,Y,N,N,Y,N,N,N,N,N,N,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.499955,-109.528403
121,Fort Defiance,Lupton,Chapter House,Chapter House,Lupton_Chapter House,,,,Latishia Tabaha,lupton@navajochapters.org,(Vacant),,Latishia J.,"Tabaha, AA",Norbert Nez,Norbert.nez@gmail.com,,PO Box 403,I-40 & Indian Rte 12,Lupton,AZ,86508,35 20 19.8 N,109 4 12.5 W,6156.2,857G8WQH+GW,"https://www.google.com/maps/place/Lupton+-+Chapter+House/@35.3389823,-109.0720672,17z/data=!3m1!4b1!4m5!3m4!1s0x872516b7f0a56329:0xa9057ac9522c261c!8m2!3d35.3389779!4d-109.0698785?hl=en",AMC Survey,(928) 688-2128,,Executive,Community Development,exit 357 off I40 in conjunction with route 12,,,Yes,no,Yes,no,DIT Desktop/Team 7,05/02/2018,PIST,,928-871-6520,Laura Lee Yazzie,chapter manager,,Table Top Telephone Company Inc,10,3,300-350,$200.00 ,$20.00 ,$22.55 ,"Survey Reported $200-350,  AMC phone survey $114","Copper, Wireless, Satellite",65.123.4.198,10.12,0.93,,6.73,0.91,,9.76,0.91,8.87,0.92,,30,8,30,Table Top Telephone Company Inc,,$317.96 ,  , AMC phone survey ,Fiber,N/A,,,,No,,,no,,Yes,"Verizon, sprint, CellularOne",no,,,,,Yes,,,no,3,,No,,,Yes,3,Yes,Yes,3,Yes,3 future use,,4,None,1 future use,Yes,Yes,None,,,,,,,,,,,,Navajo nation ,,"chrome, IE, Firefox",,None,,None,,None,,,,,,,,,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,traceroute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.338981,-109.069878
124,Fort Defiance,Mexican Springs,Chapter House,Chapter House,Mexican Springs_Chapter House,,,,Christine Sam,mexicansprings@navajochapters.org,Christine,"Sam, CSC",Winona R.,"Etsitty, AMS","Sylvia Jordan, Principal IT & Holland's of Gallup",sjordan@nndcd.org,928-871-7213,PO Box 689,"Navajo Rte 30, Mexican Springs, NM",Tohatchi,NM,87325,35 47 21.58 N,108 49 49.29 W,6417,857HQ5Q9+PV,"https://www.google.com/maps/place/35%C2%B047'21.7%22N+108%C2%B049'49.5%22W/@35.789359,-108.8325993,720m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d35.7893595!4d-108.8304163?authuser=1",CT Survey,(505) 733-2832,,Executive,Community Development,"37 minutes (32.6 miles) East from Window Rock, Arizona via NM-264 East and US-491 North",,Chapter Administration,No,Yes,Yes,,Michael A. Tsosie,15/05/2018,senior Network Specialist,michaeltsosie@navajo-nsn.gov,928-871-6016,Christine Sam,Community Service Coordinator,,Frontier,5,1,DSL,$120.00 ,$24.00 ,$27.65 ,AMC phone survey,Copper,,4.34,0.43,,,,,,,4.34,0.43,,50.123.24.18,216.58.217.36,98.137.246.8,Frontier,5,$300.00 ,$60.00 , AMC phone survey ,Copper,,,,,No,,,,,Yes,CellularOne,no,,,,,No,,wireless,Yes,1,DSL-Frontier,no,,,Yes,4,Windows local desktop Firewall only,Yes,,no,Yes,4,no,office use,Yes,3,no,"Office use, print for (public) local citizens. Xerox 505.733.2833",Yes,1,No,,,Yes,4,office computers,,,,Gmail,NNDCD's (google Apps) gmail offering,Microsoft,,,,,,DCD,,,,,,,,,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,GPS ,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.789359,-108.830416
125,Fort Defiance,Nahata Dziil,Chapter House,Chapter House,Nahata Dziil_Chapter House,nahatadziil.navajochapters.org,(928) 688-2150,8AM–5PM,Raylene Bitsilly,nahatadzil@navajochapters.org,Eunice,"Yesslith, CM",Raylene,"Bitsilly, AA",Sylvia Jordan,syl@navajochapters.org,,PO Box 400,Red Sand View St,Sanders,AZ,86512,35 11 46.87 N,109 18 49.32 W,5906.8,857G5MWP+GG,"https://www.google.com/maps/place/Nahata+Dziil+Commission+Governance/@35.1962039,-109.3174579,16.69z/data=!4m5!3m4!1s0x872571db827e30c3:0x7d653f33d2213fac!8m2!3d35.1963614!4d-109.313495?hl=en",CT Survey,(928) 688-2150,,Executive,Community Development,5MWPG+GG,,,Yes,no,Yes,no,Sylvia Jordan,,Principal IT,sjordan@nndcd.org,928-871-7213,,,,Table Top Telephone Company Inc,5,1,5.85/0.94,$75.95 ,$15.19 ,$12.87 ,,,65.125.28.41,5.18,0.9,,6.65,0.93,,5.87,0.94,5.9,0.92,,,,,Table Top Telephone Company Inc,4,, $-   ,,,None,,,,No,,,no,,Yes,"Verizon, AT&T, T-Mobile, sprint, NTUAW, CellularOne",no,wireline,,,,Yes,3,,Yes,1,,No,,,Yes,1,None,Yes,9,no,,,7,None,,Yes,Yes,None,,,No,2,,,,,,,,navajochapters.org (google domain),,real time solutions,,Google Drive,,None,,None,,,,,,,,,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,,,,,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,sanders fire department,,,,,,,,,,,,,,,,,,,,,,35.196363,-109.313496
130,Fort Defiance,Naschitti,Chapter House,Chapter House,Naschitti_Chapter House,,,,Luther Livingston,nashchitti@navajochapters.org,Carissa,"Wood, CM",Dorene,"Thomas, AA",NNDIT,,928-871-6520,PO Drawer D,"Indian Rte 693, Naschitti, NM",Sheep Springs,NM,87364, 36 3 50.94 N,108 41 9.20 W,5901.6,858H3877+MJ,"https://www.google.com/maps/place/Naschitti+Chapter+House/@36.0641659,-108.6875138,17z/data=!4m5!3m4!1s0x873b24759e325e97:0xb4761552da9479d0!8m2!3d36.0641925!4d-108.6858?hl=en",CT Survey,(505) 732-5400,(505) 732-5401,Executive,Community Development,,,,Yes,Not reported,,,Michael A. Tsosie,28/11/2017,Senior Network Specialist,michaeltsosie@navajo-nsn.gov,928-871-6016,dorene Thomas,Account Maintenance Specialist,,Frontier,,,,$75.95 ,  ,  ,w/phone AMC phone survey,,,,,,,,,,,,,,,,,Frontier,,$75.00 ,  , W/internet AMC phone survey ,,,,,,,,,Yes,,Yes,Various,Yes,"Wireless, Wireline",,,,,,,,,,,,,,,,Yes,6,no,office use only,,5,,,Yes,Yes,no,,,Yes,6,,,,,,,,gmail.com,,"edge, chrome",,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,fire escape plan,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.06419,-108.685813
132,Fort Defiance,Oak Springs,Chapter House,Chapter House,Oak Springs_Chapter House,oaksprings.navajochapters.org,(928) 871-6179,,Elizabeth H. Kuipers,oaksprings@navajochapters.org,Renee,"Emerson, CSC",Virlencia,"Begay, AMS",NN community development,,,PO Box 486,"Indian Rte 12, Oak Springs, AZ",Window Rock,AZ,86515,35 28 24.3 N,109 7 57.7 W,6551.8,857GFVF8+9W,"https://www.google.com/maps/@35.473457,-109.1350573,717m/data=!3m1!1e3",CT Survey,(928) 871-6179,,Executive,Community Development,,,,No,no,no,no,Team 7,13/10/2017,PIST,,928-871-6520,Elizabeth H Kuipers,Community Service Coordinator,,Frontier,5,1,0.18,$176.42 ,$35.28 ,  ,,,,0.18,,,,,,,,,,,,,,Frontier,1,, $-   ,,,None,,,,No,,,,,no,"Verizon, AT&T, T-Mobile, NTUAW, CellularOne",,,,,,No,,,no,,,No,,,Yes,,,Yes,5,Yes,2 community development,,3,,,Yes,Yes,None,,,Yes,3,,,,,,,,Navajo  nation ,oaksprings@navajochapters.org,"Chrome, Edge, IE",,None,,None,,None,,,,no,Yes,,,,N,N,N,Y,N,N,Y,N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.473457,-109.132874
133,Fort Defiance,Red Lake #18,Chapter House,Chapter House,Red Lake #18_Chapter House,redlake18.navajochapters.org,(505) 777-2810,"8AM–12PM, 1–5PM",Kathleen Shurley,redlake18@navajochapters.org,Kathleen,"Shurley, CSC",Melissa,"Peshlakai, AMS",NN community development,,,PO Box 130,327 A Walnut Ave,Navajo,NM,87328,35 54 32.0 N,109 1 52.9 W,7096.8,857GWX59+HF,"https://www.google.com/maps/place/Red+Lake+Chapter/@35.9092047,-109.0327332,17z/data=!4m5!3m4!1s0x873acfa336ff92b5:0x354be79cf88a11d9!8m2!3d35.9089918!4d-109.031199?hl=en",CT Survey,(505) 777-2810,,Executive,Community Development,14 miles Northeast on Indian route #07 and apache county road,,,No,no,no,no,Team 7,12/10/2017,PIST,,928-871-6520,Phyliis Begay,Account Maintenance Specialist,,Frontier,5,1,1.01 mbps,$261.92 ,$52.38 ,  ,,Copper,,1.01,,,,,,,,,,,,,,Frontier,4,, $-   ,,Copper,None,,,,No,,,,,Yes,NTUAW/CellularOne,,,,,,,,,Yes,2,,No,,,Yes,1,None,Yes,6,Yes,1-community computer,,4,,1-xerox (work center 5945),Yes,Yes,None,,,Yes,6,,,,,,,,Navajo  nation ,redlake18@navajochapters.org,"Chrome, Edge, IE",,None,,None,,None,,,,no,Yes,,,,N,N,N,N,N,Y,N,N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.908994,-109.031199
134,Fort Defiance,Sawmill,Chapter House,Chapter House,Sawmill_Chapter House,sawmill.navajochapters.org,(928) 729-2285,8AM–5PM,Woodie Bennett,sawmill@navajochapters.org,Shawn,"Livingston, CSC",Ronald,"Deschinny, AMS",NN DCD/MIS-Sylvia Jordan,,,PO Box 1786,"Indian Rte 7, Sawmill, AZ",Fort Defiance,AZ,86504,35 53 54.9 N,109 9 57.1 W,7707.7,857GVRXM+CM,"https://www.google.com/maps/place/Navajo+Sawmill+Chapter+House/@35.9004792,-109.1643846,17z/data=!4m5!3m4!1s0x8725334c1ff2a1b9:0xd5f943c7c1b3dbba!8m2!3d35.9004948!4d-109.1621959?hl=en",CT Survey,(928) 729-4432,(928) 729-4433,Executive,Community Development,14 miles Northeast on Indian route #07 and apache county road,,,No,no,no,Yes,Team 7,12/10/2017,PIST,,928-871-6520,Ron Deschinny,Account Maintenance Specialist,,Frontier,5,1,0.32235,$220.00 ,$44.00 ,  ,,Copper,,0.32235,,,,,,,,,,,,,,Frontier,4,, $-   ,,Copper,None,,,,No,,,,,Yes,NTUAW/CellularOne,,,,,,Yes,6,,Yes,1,,No,,,Yes,1,Yes,Yes,10,Yes,4 in computer lab,,4,None,,Yes,Yes,None,,,Yes,4,4 PC's,,,,,,,Navajo  nation ,sawmill@navajochapters.org and rdeschinny@navajo-nsn.gov,"Chrome, Edge, IE, Firefox",,None,,None,,None,,,,no,Yes,,,,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,SECURITY SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.900496,-109.162195
135,Fort Defiance,St. Michaels,Chapter House,Chapter House,St. Michaels_Chapter House,,(928) 871-7842,,Donna Whitehair,stmichaels@navajochapters.org,(Vacant),,Teresa,"Tabaha, AMS",NN community development,,,PO Box 829,Crest Rd & AZ-264,St. Michael,AZ,86511,35 39 11.0 N,109 5 41.9 W,6794,857GMW34+62,"https://www.google.com/maps/place/St+Michaels+Chapter+House/@35.6526403,-109.0963477,17z/data=!3m1!4b1!4m5!3m4!1s0x872537543e5fc1bd:0x67dc718b8f46f41c!8m2!3d35.652636!4d-109.094159?hl=en",CT Survey,(928) 871-7842,(928) 871-7844,Executive,Community Development,"hwy 264 south cress road, bldg. 29A, St Michaels, AZ",,,No,No,No,Yes,Team 7,13/10/2017,PIST,,928-871-6520,Donna Whitehair,Community Service Coordinator,,Frontier,5,1,2.17 mbps,$560.00 ,$112.00 ,  ,$300 AMC phone survey,Copper,,2.17,,,,,,,,,,,,,,Frontier,5,$250.00 ,$50.00 , AMC Phone survey ,Copper,,,,,No,,,,,Yes,"Verizon, AT&T, T-Mobile, NTUAW, CellularOne",,,,,,No,,router belongs to TMC-MOA was done,no,,,no,,,Yes,7,no,Yes,6,no,,,6,no,,Yes,Yes,no,,,,,,,,,,,,Navajo  nation ,stmichaels@navajochapters.org,,,None,,none,,none,,,,no,Yes,,,,N,N,N,Y,N,Y,Y,N,N,Y,N,N,SECURITY SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.652638,-109.09416
136,Fort Defiance,Steamboat,Chapter House,Chapter House,Steamboat_Chapter House,steamboat.navajochapters.org,(928) 736-2631,,Stephanie Curley,steamboat@navajochapters.org,James,"Ahasteen, CM",Stephanie,"Curley, AA",NN community development,,,PO Box 117,"AZ-264, Steamboat, AZ",Ganado,AZ,86505,35 44 50.58 N,109 51 21.42 W,6396.7,857GP4WV+XJ,"https://www.google.com/maps/place/Steamboat+Chapter+House/@35.7477986,-109.8571884,17.31z/data=!4m5!3m4!1s0x873019805e637213:0xdeae9d8411839265!8m2!3d35.7473938!4d-109.8560474?hl=en",CT Survey,(928) 736-2631,(928) 736-2633,Executive,Community Development,"SR 264, MP 426.5; 15 miles west of Burnside junction",,,Yes,No,No,Yes,Team 7,,PIST,,928-871-6520,,,,Frontier,5,1,0.19606,$280.49 ,$56.10 ,  ,,Copper,,0.19606,,,,,,,,,,,,,,Frontier,5,, $-   ,,Copper,,,,,No,,,,,Yes,CellularOne,,,,,,Yes,6,,Yes,2,,no,,,Yes,1,Yes,Yes,6,Yes,2 community computers,,2,no,,Yes,Yes,no,Yes,,Yes,6,PCs,,,,,,,Navajo  nation ,steamboat@navajochapters.org,"Chrome, IE, Edge",,None,,none,,none,,,,no,Yes,,,,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Antenna for marquee signage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.747396,-109.856046
137,Fort Defiance,Teesto,Chapter House,Chapter House,Teesto_Chapter House,teesto.navajochapters.org,(928) 657-8042,,Pat Bahe,,Clara,"Tsosie, CM",Arlene,"Jensen, AA",Norbert Nez,nnez@nndcd.org,,PO Box 7385,"Indian Rte 60, Testo, AZ",Winslow,AZ,86047,35 29 49.80 N,110 24 22.04 W,5776.2,857FFHWV+VH,"https://www.google.com/maps/place/Teesto+Chapter/@35.4971753,-110.4082411,17z/data=!3m1!4b1!4m5!3m4!1s0x872e2b8a58ec018b:0xda6fde6d492dfb4d!8m2!3d35.497171!4d-110.4060524?hl=en",CT Survey,(928) 657-8042,(928) 657-8043,Executive,Community Development,857FFHWV+VH,Teesto Chapter Office,Teesto Chapter Office,Yes,Yes,Yes,Yes,Norbert Nez,15/06/2018,IT Manager,nnez@nndcd.org,928-871-7181,,,,NTUA Wireless,,,,$83.95 ,  ,$76.67 ,,Wireless,N/A,0.69,,,,,,1.5,,1.1,,,N/A,N/A,N/A,Frontier,4,$150.00 ,$37.50 , phone MRC reported 115-200 ,Copper,N/A,,,,No,,,no,,Yes,"Verizon, AT&T, T-Mobile, NTUAW, CellularOne",no,,,,,Yes,4,,Yes,1,Modem/Router closet locked; best west,Yes,1,Modem/Router closet locked; best west,no,,,Yes,1,no,Yes,4,no,4 active and 1 inactive,Yes,5,no,,Yes,1,No,,,Yes,3,,,,,google- domain: navajochapters.org,N/A,N/A,,google- domain: navajochapters.org,,N/A,,NNDCD/in-house,,,no,,,,,,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,COMPUTERS,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Division of health,,,,,,,,,,,,,,,,,,,35.497173,-110.406052
140,Fort Defiance,Tohatchi,Chapter House,Chapter House,Tohatchi_Chapter House,tohatchi.navajochapters.org,(505) 733-2845,,Lucina Barney,tohatchi@navajochapters.org,Lucinda M.,"Barney, CSC",Jeannie,"Boone, AMS",Sylvia Jordan,sjordan@nndcd.org,928-871-7213,PO Box 1236,Indian SR-108,Tohatchi,NM,87325,35 51 12.90 N,108 45 47.16 W,6419,857HV63P+CQ,"https://www.google.com/maps/place/Tohatchi+Chapter/@35.8536462,-108.7652391,17z/data=!3m1!4b1!4m5!3m4!1s0x873b2a4d789eebff:0x5f7cf6ebd0fa796!8m2!3d35.8536462!4d-108.7630504?hl=en",AMC Survey,(505) 733-2845,(505) 733-2846,Executive,Community Development,"Saint Mary's Road, 38 minutes (35 miles) from window rock, Arizona via NM-264 East and USA-491 north",,Chapter Administration,No,Yes,,,Michael A Tsosie,15/05/2018,Senior Network Specialist,michaeltsosie@navajo-nsn.gov,928-871-6016,Sammy more/ Lucinda Barney,Treasurer/ Community Service Coordinator,,NTUA,,,,,  , $-   ,,Copper,162.219.90.86,4.8,3.81,,,,,,,4.8,3.81,,50.123.24.18,216.58.217.36,98.137.246.8,Frontier,2,, $-   ,,Copper,,,,,No,,,,,Yes,Various,no,,,,,Yes,14,wireless,Yes,,NTUA,Yes,,,Yes,,Windows local desktop Firewall only,Yes,1,no,Yes,,no,office use,Yes,,no,office use print for (public citizens),Yes,1,,,,Yes,6,office computers,,,,gmail (DCD),NNCDC's (google apps) gmail offering,Microsoft,,,,,,DCD,,,no,Yes,no,,,,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.853647,-108.76305
141,Fort Defiance,Twin Lakes,Chapter House,Chapter House,Twin Lakes_Chapter House,bahastlah.navajochapters.org,(505) 735-2600,8AM–5PM,Vera Morgan,twinlakes@navajochapters.org,(Vacant),,Louise J.,"Gleason, AMS",Sylvia Jordan,sjordan@nndcd.gov / 928-871-7213,,PO Box 4424,"US-491, Twin Lakes, NM",Yahtahey,NM,87375,35 42 31.8 N,108 46 34.92 W,6399.9,857HP65F+GF,"https://www.google.com/maps/place/Bahastl'ah+(Twin+Lakes)+Chapter+House+Chapter/@35.7087573,-108.7787011,17z/data=!3m1!4b1!4m5!3m4!1s0x8721a85593d326dd:0x2c6a4227c1159e12!8m2!3d35.7087573!4d-108.7765124?hl=en",CT Survey,(505) 735-2600,(505) 735-2602,Executive,Community Development,13 miles north highway 491,,,No,No,Yes,,Chris Yazzie,13/12/2017,NTN-IT,cyazzie@navajotech.edu,505-726-3818,Sabrina R. Long,Office Assistant,,Frontier,10,3,DSL,$100.00 ,$10.00 ,$11.81 ,AMC phone Survey,Copper,74.37.242.118,8.17,1.01,,8.62,0.99,,8.61,0.94,8.47,0.98,,3,18,16,Frontier,3,$400.00 ,$133.33 , AMC phone survey $300-500 ,Copper,,,,,No,,,,,Yes,Various,Yes,wireline,Crownpoint ,,,Yes,24,,no,,,Yes,,,,,,Yes,1,no,Yes,4,Yes,1 public access,Yes,3,Yes,1 public access,Yes,1,No,,,Yes,4,,,,,Navajo nation,navajochapters.org,,,,,,,,,,,,,,,,N,Y,N,N,N,Y,Y,N,N,N,N,N,,N,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.708759,-108.776512
